 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Arts Course,1943,LABR 3010,Labour Law,"An introduction to legislation and interpretation, legal procedures, and quasi-judicial boards as they concern the organization of trade unions, collective bargaining, settlement of disputes, labour standards, workers' compensation, unemployment insurance and human rights. Prerequisite: [a grade of C"" or better in both LABR 1260 (the former LABR 1270) and LABR 1290] or [a grade of ""C"" or better in both HRIR 3450 and 6 credit hours of other HRIR courses] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1944,LABR 3030,Labour and the Bargaining Process,"A course to explain labour's involvement in the negotiation process including the mechanics and the theoretical issues of bargaining. The course focuses on contemporary issues. Prerequisite: [a grade of C"" or better in three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1945,LABR 3050,Issues in Occupational Health and Safety and Workers' Compensation,"This course will explore historical, legal and political issues surrounding health and safety in Canadian workplaces with an emphasis on Manitoba. It will critically examine both the Workers' Compensation and the Workplace Health and Safety systems as they currently exist and review the role of workers, employers, unions and government in these processes. It will investigate various challenges and emerging issues in health and safety including but not limited to industrial disease, gender concerns, precarious employment and globalization. Prerequisite: [a grade of C"" or better in LABR 3060] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1946,LABR 3060,Workplace Health and Safety,"An introduction to occupational health, industrial hygiene and industrial safety emphasizing the impact of chemical hazards on the body, the measure and control of hazards and the causes and prevention of industrial accidents. Prerequisite: [a grade of C"" or better in both LABR 1260 (the former LABR 1270) and LABR 1290] or [a grade of ""C"" or better in both HRIR 3450 and 6 credit hours of other HRIR courses] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1947,LABR 3070,Labour Relations and Occupational Health and Safety Law,"The economic costs of workplace injuries and sickness; the history of occupational health and safety laws and their implementation; the history and functions of workers' compensation; collective bargaining on health and safety. Prerequisite: [a grade of C"" or better in both LABR 1260 (the former LABR 1270) and LABR 1290] or [a grade of ""C"" or better in both HRIR 3450 and 6 credit hours of other HRIR courses] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1948,LABR 3080,Labour and Community Organizing,"This course examines the theory and practice of collaborative community and labour organizing, with particular emphasis on Latin America, to identify the strengths and limitations of this approach for reviving unions, protecting workers' rights and advancing social justice. Prerequisite: [a grade of C"" or better in three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1949,LABR 3110,Special Studies in Labour Studies,"This course will vary from year to year depending on the needs of students and the interests of the instructor. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: [a grade of C"" or better in six credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1950,LABR 3120,Special Studies in Labour Studies,"This course will vary from year to year depending on the needs of students and the interests of the instructor. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: [a grade of C"" or better in six credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1951,LABR 3130,Employment Legislation and the Protection of Workers,"An examination of the legal rights and obligations of workers and employers, and the enforcement mechanisms for the non-unionized workplace, over the course of the employment relationship from hiring through to termination or retirement. Special emphasis will be placed on statutory and common law, personal employment contracts, wrongful and constructive dismissal, human rights legislation and jurisprudence. Prerequisite: [both LABR 1260 (the former LABR 1270) and LABR 1290] or [both HRIR 3450 and 6 credit hours of other HRIR courses] or written consent of the Labour Studies coordinator.",3,Labour Studies Department
Arts Course,1952,LABR 3140,Pensions and Benefits,The nature and role of pensions in the life cycle of workers and the issue of pension funds control on distribution. The role of non-wage benefits in the labour compensation package. Prerequisite: [three credit hours of 1000 level Labour Studies] or [both HRIR 3450 and six credit hours of other HRIR courses] or written consent of the Labour Studies coordinator.,3,Labour Studies Department
Arts Course,1953,LABR 3200,Workers' Self,An examination of historical and contemporary examples of self-managed workplaces and the theory of a participatory economy based on workers' self-management. Prerequisite: [six credit hours of 1000 level Labour Studies] or written consent the Labour Studies coordinator.,3,Labour Studies Department
Arts Course,1954,LABR 3210,Working People in Hard Times,"What have recent changes in work and society meant for people who work for wages or who live with those who do? How did these changes happen? What do they mean for youth today? How do the growing demands of our jobs affect our lives with family and friends? How have employers' actions affected unions, and how have unions responded? This course will explore these questions and others that arise from them. Prerequisite: [three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.",3,Labour Studies Department
Arts Course,1955,LABR 3214,Canada's Left: Rebellion and Repression (C),"This course traces the emergence and evolution of Canada’s left from the late nineteenth century to the present, with an emphasis on its two main streams, communism and social democracy. Topics include the relationship between popular, party, labour, and ethnic lefts; left parties and mainstream politics; the left in the evolution of human rights and in other public policies; the treatment within various lefts of gender, race, sexuality and ethnicity; popular movements; legal constraints and state repression. Also offered as HIST 3214. Not to be held with HIST 3214. Prerequisite: [six credit hours of History or written consent of department head] or [three credit hours of 1000 level Labour Studies or written consent of Labour Studies coordinator].",3,Labour Studies Department
Arts Course,1956,LABR 3230,Human Rights at Work,"This course is an introduction to the basic human rights protections in Canadian workplaces that have developed as a result of collective bargaining, human rights legislation, The Charter of Rights and Freedoms and decisions of courts and tribunals. The course will also examine the concept of human rights on a broader, international and national level. Students may not hold credit for both LABR 3230 and LABR 3110 when titled Human Rights at Work."" Prerequisite: [three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1957,LABR 3240,Becoming an Advocate,"This course introduces students to concepts and structures pertaining to workers' advocacy and administrative law, including areas such as human rights, occupational health and safety, Workers' Compensation, and the duty of fair representation. Students may not hold credit for LABR 3240 and any of LABR 3110 or LABR 3120 when titled Becoming an Advocate."" Prerequisite: [three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1958,LABR 3370,Sociology of Work,"An examination of work as a central aspect of human social life; its changing nature and content in response to technological, political, and social change; how work is organized and understood by employers and workers; its consequences for individuals, social institutions, and society. Students may not hold credit for LABR 3370 and any of: SOC 3370, SOC 3371, and LABR 3110 when taught as Sociology of Work"". Prerequisite: [LABR 1260 or LABR 1290] or [SOC 1200 or the former SOC 1201] or [both SOC 1211 and SOC 1221].""",3,Labour Studies Department
Arts Course,1959,LABR 3400,Racism and Work,"This course explores three central questions: What are racism and colonialism? How do racism and colonialism shape work in Canada? What strategies exist for combating racism at work, and which are most effective? Students may not hold credit for both LABR 3400 and LABR 3110 when titled Racism and Work."" Prerequisite: [three credit hours of 1000 level Labour Studies] or written consent of the Labour Studies coordinator.""",3,Labour Studies Department
Arts Course,1960,LABR 3510,Industrial Relations,"A study of comparative employer-employee relationships in Canada and other selected countries as affected by market forces, social traditions, and government action. Students may not hold credit for both LABR 3510 and the former ECON 3510. Prerequisite: [both LABR 1260 (the former LABR 1270) and LABR 1290] or [six credit hours of 1000 level Economics].",6,Labour Studies Department
Arts Course,1961,LABR 3700,History of Working People and Labour Movements 1700 to the Present,"A survey of working class history with emphasis upon the varieties of labour movements and trade unions. The course will refer to the social and political experience of working people in Great Britain, Europe and the United States and will devote one term to Canadian topics. May not be held with the former HIST 3700. Prerequisite: [a grade of C"" or better in six credit hours of Labour Studies or History] or written consent of the Labour Studies coordinator.""",6,Labour Studies Department
Arts Course,1962,LABR 4110,Selected Topics in Labour Studies,This course will vary from year to year depending on the needs of students and the interests of the instructor. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: written consent of the Labour Studies coordinator.,3,Labour Studies Department
Arts Course,1963,LABR 4510,Labour Studies Field Placement Seminar,A seminar to be taken concurrently with LABR 4520 in which each student will relate theory and practice. This course is also offered as ECON 4610 and GPE 4510. Students may not hold credit for LABR 4510 and either ECON 4610 or GPE 4510. Intended for students in the Labour Studies Advanced Major. Prerequisite: written consent of the Labour Studies coordinator. Corequisite: LABR 4520.,3,Labour Studies Department
Arts Course,1964,LABR 4520,Labour Studies Field Placement,"An educationally directed field experience in which the student will undertake specific tasks and assignments in some aspects of labour relations. Field placement options include a labour union, professional association, employer, provincial department of labour, public archives. This course is also offered as ECON 4620 and GPE 4520. Students may not hold credit for LABR 4520 and either ECON 4620 or GPE 4520. Intended for students in the Labour Studies Advanced Major. Prerequisite: written consent of the Labour Studies coordinator. Corequisite: LABR 4510.",6,Labour Studies Department
Arts Course,1965,LATN 1080,Introduction to the Reading of Latin 1,Readings in Latin poetry and prose with related exercises in grammar and composition intended to prepare students to read Classical and Medieval Latin.,3,Classics Department
Arts Course,1966,LATN 1090,Introduction to the Reading of Latin 2,"Further readings in Latin poetry and prose with related exercises in grammar and composition intended to prepare students to read Classical and Medieval Latin. Prerequisite: a grade of C"" or better in LATN 1080.""",3,Classics Department
Arts Course,1967,LATN 2700,Intermediate Readings in Latin,"Further readings in Latin prose and poetry with related exercises in grammar and syntax as continued preparation for the reading of Classical and Medieval Latin. Students may not hold credit for both LATN 2700 and the former LATN 1320. Prerequisite: [a grade of C"" or better in LATN 1090] or written consent of department head.""",3,Classics Department
Arts Course,1968,LATN 2720,Selected Readings in Republican and Augustan Poetry,"Readings from among the comedies of Plautus and Terence, the shorter poems of Catullus, and the Metamorphoses of Ovid. Prerequisite: a grade of C"" or better in LATN 2700 or the former LATN 1320.""",3,Classics Department
Arts Course,1969,LATN 2740,Selected Readings in Republican and Augustan Prose,"Readings from among the works of Livy and Caesar and the letters and philosophical writings of Cicero. Prerequisite: a grade of C"" or better in LATN 2700 or the former LATN 1320.""",3,Classics Department
Arts Course,1970,LATN 2760,Latin Prose Composition and Sight Translation,"Assignments in writing Latin prose and practice in the techniques for effective reading of poetry and prose at sight. Prerequisite: a grade of C"" or better in LATN 2700 or the former LATN 1320.""",3,Classics Department
Arts Course,1971,LATN 2780,History of the Latin Language,"A survey of the language from its Indo-European pre-history to its position as the matrix of the Romance languages. Phonological, morphological and lexical aspects of the language are investigated in the light of Latin documents and some comparative evidence from cognate languages. Prerequisite: a grade of C"" or better in LATN 2700 or the former LATN 1320.""",3,Classics Department
Arts Course,1972,LATN 2800,Readings in Medieval or Renaissance Latin,"Selections of prose and poetry written after the beginning of the fourth century after Christ. Prerequisite: a grade of C"" or better in LATN 2700 or the former LATN 1320.""",3,Classics Department
Arts Course,1973,LATN 3740,Roman Comedy,"Reading of at least two plays from among the comedies of Plautus and Terence. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1974,LATN 3760,Orations of Cicero,"Reading of at least two complete speeches from among the political and forensic works of Cicero. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1975,LATN 3780,Roman Satire,"Reading of selected Satires of Horace and Juvenal and of excerpts from the Apocolocyntosis of Seneca and the Satyricon of Petronius. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1976,LATN 3800,Lyric and Elegiac Poetry of the Augustan Age,"Selected Odes and Epodes of Horace and amatory elegies of Propertius, Ovid and Tibullus. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1977,LATN 3820,Vergil's Aeneid,"Reading of at least three books of the Aeneid. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1978,LATN 3840,Vergil's Eclogues and Georgics,"Reading of the Eclogues in their entirety and at least two books of the Georgics. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1979,LATN 3860,The Roman Historians,"Reading of selected passages from the works of Livy, Caesar, Sallust and Tacitus. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1980,LATN 3880,Poetry of the Silver Age,"Reading of one or two tragedies of Seneca with selections from the works of Martial, Statius or Lucan. Prerequisite: [a grade of C"" or better in LATN 2720 or LATN 2740] or written consent of department head.""",3,Classics Department
Arts Course,1981,LATN 3932,Advanced Studies in Latin Prose Literature,"Readings in a particular genre such as philosophy, history, or rhetoric with substantial reading in secondary critical or interpretive literature. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: a grade of C"" or better in LATN 2720 or LATN 2740 or LATN 2800 or written consent of department head.""",3,Classics Department
Arts Course,1982,LATN 3942,Advanced Studies in Latin Poetry,"Readings in a particular genre such as epic, lyric, comedy or elegy with substantial reading in secondary critical or interpretive literature. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: a grade of C"" or better in LATN 2720 or LATN 2740 or LATN 2800 or written consent of department head.""",3,Classics Department
Law,1983,LAW 1102,Contracts,"This course covers the basic principles of contract law, including how a contract is formed; what is an offer; what constitutes acceptance; whether all promises are enforceable as a contract; when parties should be allowed to avoid obligations; what happens if one party misrepresents the quality of subject matter of the contract; what happens when a party makes a mistake about what they buy or sell; what should happen if one party takes advantage of another for a better deal for themselves. May not be held with LAW 1100.",5,Law Department
Law,1984,LAW 1140,Criminal Law and Procedure,"A general introduction to criminal law and procedure dealing with principles of criminal liability, common defenses to criminal charges, selected specific offences, and the basic procedures to be followed in the administration of criminal justice in Canada.",5,Law Department
Law,1985,LAW 1460,Constitutional Law,"An examination of the legal problems arising from the nature of the Canadian political structure and, in particular, the distribution of legislative powers between the federal parliament and the provincial legislatures and an introduction to the impact of the Canadian Charter of Rights and Freedoms.",5,Law Department
Law,1986,LAW 1480,Torts and Compensation Systems,A general introduction to the law of torts and other compensation systems such as the Workers' Compensation and Criminal Injuries Compensation schemes.,5,Law Department
Law,1987,LAW 1500,Property,"A general introduction to the principles of property with special emphasis on the principles of real property, their historical development and modern application.",5,Law Department
Law,1988,LAW 1530,Legal System,"An introduction to the study of law including initial analysis of various aspects of legal history, the structure of the legal system, legal reasoning, statutory interpretation, dispute resolution and the role of the judiciary.",2,Law Department
Law,1989,LAW 1540,Legal Methods,An introduction to legal research and writing skills and oral advocacy. This course is graded on a pass/fail basis. May not be held with LAW 1542. This course is graded on a pass/fail basis.,5,Law Department
Law,1990,LAW 2400,Wills and Succession,"The law of testate and intestate succession, Part IV of The Marital Property Act, and The Dependents' Relief Act.",3,Law Department
Law,1991,LAW 2490,Trusts,"The nature and functions of modern inter vivos and testamentary trusts. The creation of express, private trusts, charitable trusts, resulting trusts, and constructive trusts. The administration of trusts, and real and personal remedies of beneficiaries under trusts.",3,Law Department
Law,1992,LAW 2602,Evidence,A study of the rules relating to the admissibility and weight of evidence in judicial proceedings. May not be held with LAW 2600.,3,Law Department
Law,1993,LAW 2640,Family Law,"An overview of key legal issues regarding familial relationships and family breakdown in Canadian society. Topics include cohabitation, marriage, separation, divorce, child custody and access, spousal and child support and property division.",3,Law Department
Law,1994,LAW 2650,Introduction to Advocacy,A detailed study of the conduct of a case from its inception through to trial. The course requires that students prepare and conduct a trial. This course is graded on a pass/fail basis.,3,Law Department
Law,1995,LAW 2672,Civil Procedure,An introduction to the rules of civil procedure. May not be held with LAW 2670,3,Law Department
Law,1996,LAW 2680,Legal Negotiation,"Most legal disputes settle before trial. This course examines how lawyers assist their clients through effective interviewing, counseling, strategic planning and negotiation as well as some of the mechanisms, both judicial and non-judicial, that facilitate pre-trial dispute settlement.",3,Law Department
Law,1997,LAW 2690,Corporations I,"A study of the major legal, practical and policy issues arising out of the formation and operation of business organizations in Canada, with a particular focus on business corporations. Students will examine major principles of Canadian corporate law, including corporate personality, management power, majority rule and minority protection.",3,Law Department
Law,1998,LAW 2700,Income Tax Law and Policy,"The object of this course is to develop a working knowledge of the basic principles and rules of the income tax system as these apply to individuals. A parallel objective is the discovery of the major policy positions that inform the personal income tax system and the development of the ability to use tax policy analysis to evaluate advantages of, and problems with, the current system.",3,Law Department
Law,1999,LAW 3012,International Business Law,"Explores the legal, practical and social realities of international business transactions.",3,Law Department
Law,2000,LAW 3014,International Trade Law,"The course will deal with the doctrine, practice and policy issues in international trade and business.",3,Law Department
Law,2001,LAW 3016,Corporations II,An advanced study of corporations law from various theoretical and practical perspectives.,3,Law Department
Law,2002,LAW 3018,Human Rights Law,"Critical and constructive study, at an advanced level, of a significant major subject or set of topics in Human Rights Law.",3,Law Department
Law,2003,LAW 3020,Clinical Administrative Law,The primary purpose of this course is to train students in lawyering skills. Students will be required to engage in classroom work and participate in simulated exercises. Emphasis will be given to the difference between board and court advocacy.,3,Law Department
Law,2004,LAW 3022,Insurance Law,"Introduction to the basic principles of insurance law. The fundamental elements to most types of policies will be examined with particular emphasis on property and liability insurance. The terms and provisions specific insurance policies and coverages such as automobile, property, liability policies will also be covered.",3,Law Department
Law,2005,LAW 3024,The Legal Profession and Professional Responsibility,"A general introduction to the problems of professional responsibility and the ethics of lawyers individually, as well as the legal profession collectively. Topics dealt with will include ethical problems of the lawyer in the role of the advocate and in the role of counsellor (confidentiality, conflict of interest, etc.); professional responsibility in the delivery of legal service (competency, fee determination, specialization, regulation etc) and the legal profession and the public interest (governance of profession, discipline, professional liability etc) These problems are to be studied by the critical examination of case law, codes, canons, and other published materials, by classroom discussion and debate on problems; and by workshops and panels which involve practising lawyers.",3,Law Department
Law,2006,LAW 3026,Trademarks and Patents,"An in-depth examination of the law of Trade-marks and Patents, including underlying policy objectives.",3,Law Department
Law,2007,LAW 3028,Copyright Law,An in-depth examination of the law of Copyright.,3,Law Department
Law,2008,LAW 3030,Research Paper B,"Details in each case to be worked out with the Associate Dean. 10,000 words for 3 credit hours. May not be held with LAW 3490.",3,Law Department
Law,2009,LAW 3032,Court of Queen's Bench Clerkship,"Students will be expected to provide research assistance to the Justices, and students will be asked to provide written memoranda and other research to help the Justices prepare for trail or application hearings. Discussions of legal issues may follow from the work that students do. May not be held with LAW 3250 when titled  Court of Queen's Bench Clerkship"" Grading: Pass/Fail.""",3,Law Department
Law,2010,LAW 3034,Court of Appeal Clerkship,"Students will be expected to provide research assistance to the Justices, and students will be asked to provide written memoranda to help the Justices prepare for hearings. Discussions of legal issues may follow from the other work that students do. Grading is on a Pass/Fail basis.",3,Law Department
Law,2011,LAW 3050,Commercial Law,A study of secured transactions and negotiable instruments.,3,Law Department
Law,2012,LAW 3070,Gender and the Law,"An exploration of ideas about gender differentiation in law, the legal system, legal education and the legal profession. It will offer an introduction to the feminist critique of law and feminist theories about sexual equality and discrimination.",3,Law Department
Law,2013,LAW 3120,Philanthropy and the Law,"This course investigates the origins of, and regulation of, charities and charity law as well as regulation of other non-profit entities. Typical topics considered in this course include the social, economic and cultural importance of an ethic of giving, the tax benefits attendant upon charitable status, dimensions of fund-raising, public and private foundations and terrorism and international charities.",3,Law Department
Law,2014,LAW 3132,Clinical Family,"This course will serve as a bridge between the introductory family law course and the Advanced Family Law course, enabling students to develop a deeper understanding of the issues in this area of the law and to be better prepared to assimilate the necessary skills to be successful in this high demand area of practice. Registration restricted to students in Year 3. This course is evaluated on a pass/fail basis. May not be held with LAW 3250 when titled Clinical Family. Prerequisite: LAW 2640.",3,Law Department
Law,2015,LAW 3170,Dispute Resolution,"This course offers a detailed exploration of the theory and practice of dispute resolution focusing on the various approaches, private and court-connected, currently used to resolve conflict. In critically examining selected alternative dispute resolution mechanisms, the course exposes students to issues such as rights-based and interest-based dispute resolution, power, gender and culture in ADR processes and the functions, and skills required of, third party interveners. May not be held with the former LAW 3160 or LAW 3162.",3,Law Department
Law,2016,LAW 3212,Immigration Law,The refugee definition; the need for refugee protection; procedural protection for refugee claimants; a comparative study of refugee determination systems; the legality of a refugee sanctuary movement; the legal status of refugee claimants in Canada; refugee and immigrant detention; the relevance of Charter guarantees to refugees and immigrants; visa requirements and airline fines; the international system of refugee protection; racist intention and effect in immigration and refugee law; material misrepresentation as a ground of exclusion; medical inadmissibility; equivalence of Canadian and foreign criminal offenses for purposes of exclusion; the relevance of foreign laws in determining family composition of sponsored immigrants. May not be held with LAW 3200.,3,Law Department
Law,2017,LAW 3220,Competitions B,Credit for selected students who satisfactorily participate in those academic competitions approved by Faculty Council. This course is graded on a pass/fail basis.,3,Law Department
Law,2018,LAW 3230,Aboriginal Peoples and Land Claims,The course shall provide an overview of land claims and treaty land entitlement policies in Canada and their impact upon land claims by Aboriginal communities.,3,Law Department
Law,2019,LAW 3250,Current Legal Problems D,"Critical and constructive study, at an advanced level, of a significant major subject or set of topics. This course is graded on a pass/fail basis.",3,Law Department
Law,2020,LAW 3302,Clinical Criminal Law,"The primary purpose of this offering is to train students in lawyering skills in the criminal law area. To this end, instruction is given on an intensive basis in small groups. Students may be required to engage in classroom work; to participate in various forms of simulation exercises and to conduct actual client based cases under the supervision of the instructor. Particular emphasis will be given to questions of professional responsibility and ethics. Registration restricted to students in Year 3. This course is evaluated on a pass/fail basis. May not be held with LAW 3300. Prerequisites: (LAW 2602 or LAW 2600) and LAW 3590. Co-requisite: LAW 3532 or LAW 3340.",6,Law Department
Law,2021,LAW 3310,Aboriginal Peoples and the Law,"A study of the laws relating to Aboriginal Peoples in North America from the colonial period to the present. Special emphasis will be given to aboriginal rights, hunting and fishing rights, the legal aspects of Indian Treaties and the Indian Act. A more general treatment will be given to a study of Aboriginal Peoples' relationship to civil and criminal law in modern Canadian society.",3,Law Department
Law,2022,LAW 3330,Employment Law,"A detailed study of employment law including employment principles, constructive and wrongful dismissal, just cause, human rights and remedies.",3,Law Department
Law,2023,LAW 3334,Global and Domestic Governance of Tainted Finance,"The object of this course is to explore the law and policy related to the regulation of tainted finance. It aims to critique and appraise the merits of governance, both international and domestic. It begins with a broad overview of the relationship between tainted finance and global problems and then moves to consideration of discrete aspects. May not be held with LAW 3980 when titled  Global and Domestic Governance -Tainted Finance"".""",3,Law Department
Law,2024,LAW 3336,Law and Popular Culture,"This course will study legal popular culture. This course will critically examine television programs and films that are concerned with law, lawyers and justice. This course will study them with a view to discovering how popular culture constitutes law (the influence of popular culture on law) and how law helps create popular cultural understandings of justice, including popular perceptions of lawyers and legal institutions (the influence of law on popular culture). This course will theorize about the capacity of law and popular culture to generate social meaning. This course will use a number of theoretical approaches including: critical legal studies, feminist legal theory, film studies, conflict resolution theory, and cultural studies theory. These theories will inform readings of the TV shows and movies, and will help students critically question the visions of justice advanced by both the theories and the popular culture. In doing so, the course also critiques the jurisprudence (or legal philosophy) offered in popular culture films and television shows and examines key concepts such as justice and equality. May not be held with LAW 3980 when titled “Law and Popular Culture.”",3,Law Department
Law,2025,LAW 3338,Sentencing,"The vast majority of criminal charges result in a conviction, whether by guilty plea or conviction at trail. This seminar focuses on the principles and practice of sentencing, while also looking in some detail at the sanction of imprisonment, penal policy and prisoner's rights. This course will be run as an advanced seminar class. May not be held with LAW 3980 when titled  Sentencing"".""",3,Law Department
Law,2026,LAW 3340,Advanced Advocacy,"Advanced topics in trial presentation, procedure and evidence with concentration on jury trials.",3,Law Department
Law,2027,LAW 3342,Agency and Partnership,"This course deals comprehensively with the law of agency, including the various ways in which and authorities with which an agent can be empowered, the contractual and tort liabilities of Principals, Agents and Third Party's arising from an exercise of authority by Agents, and the duties and rights of Agents. The pairing of the law of agency and partnership is natural because the law of agency is a foundational pillar of the partnership business form. Next to the corporation, partnership is the most common form in which entrepreneurs carry on business. The course will provide an introduction to the law governing partnerships. May not be held with LAW 3980 when titled  Agency and Partnership"".""",3,Law Department
Law,2028,LAW 3344,Internships,"This course will serve as abridge between the academic study of law and the practice of law. Connecting academic study with community service through structured reflection contributes to learning that is deeper, longer lasting and more generalizable to new situations and contexts. An Internship will provide opportunities for cooperative experiences and addressing legal problems, this will require students to engage in problem solving by drawing on the substantive knowledge they have acquired over the course of their law studies. May not be held with LAW 3250 when titled “Current Legal Problems - Internship”. This course is graded on a pass/fail basis.",3,Law Department
Law,2029,LAW 3346,Access to Justice,"This course explores how individuals seek to manage their legal problems b engaging with and navigating the civil justice system in Manitoba. Topics which may be covered in the course include: public legal services; the proliferation of self-represented litigants; the role of pro bono services; rural and remote Access to Justice (A2J); the cots of justice; the state of A2J research; the provision of legal services by non-lawyers; on line dispute resolution; and, technology, innovation and the legal practice of the future. May not be held with LAW 3980 when titled  Access to Justice"".""",3,Law Department
Law,2030,LAW 3348,Bankruptcy and Insolvency,"This course provides students with an introduction to Canadian bankruptcy insolvency law under the Bankruptcy and Insolvency Act. By the end of the course students will understand the main components of Canadian bankruptcy and insolvency law as well as the key policy issues. May not be held with LAW 3980 when titled  Bankruptcy and Insolvency"".""",3,Law Department
Law,2031,LAW 3354,Moot Researcher,"The Moot Researcher will be expected to conduct the research necessary for a University of Manitoba team for a specific national moot competition. The Moot Researcher must actively participate in the writing and editing of a factum and attend all meetings of the moot team as a group, including oral advocacy practices. The workload of the researcher is expected to be closely monitored by the faculty supervisor. Activities assigned by the supervisor might include the following: attending the competition with the moot team, to conduct exigent research arising at the competition; writing memorandums of law or bench memos to assist with the factum preparation or questions arising out of practices; and writing a reflective paper. The researcher will be required to docket her/his time. Although considerable time and effort is involved, the exercise provides a unique and rewarding development of the skills necessary for appellate research. May not be held with LAW 3250 when titled “Moot Researcher.” This course is graded on a pass/fail basis.",3,Law Department
Law,2032,LAW 3360,Advanced Legal Research,"This course will provide students with the wherewithal to conduct legal research across a number of jurisdictions using both print and digital formats. Students are evaluated on a number of research exercises, a midterm examination, a major research pathfinder and a presentation of research results.",3,Law Department
Law,2033,LAW 3362,Animals and the Law,"From a law perspective, the study of animals thus provides opportunity to think critically about: Crown ownership versus private property ownership; regulatory takings; natural resources and environmental legal frameworks; tort law; trade law; property law; intellectual property and regulation of biotechnology; regulation of food and agriculture; migrant workers and employment and immigration law and policy; animal health and welfare; animal rights and standing; and ultimately, the role of law. May not be held with LAW 3980 when titled  Animals and the Law"".""",3,Law Department
Law,2034,LAW 3364,Law and Resistance,"This course examines the intersections between law and resistance, including the ways in which individuals, groups and/or communities may challenge the dominant power of various entities (governments, institutions, corporations or other organizations, Indigenous communities) or individuals and the decisions they make and the actions they take. The course shall also explore the spectrum of responses that legal systems employ to legitimize or punish the conduct of such resisters. Acts of resistance may have an impact (directly or indirectly) in shaping the law-its creation, interpretation or enforcement. May not be held with LAW 3980 when titled  Law and Resistance"".""",3,Law Department
Law,2035,LAW 3366,Droits linguistiques,"Le cours de Droits linguistiques aborde les differents aspects juridiques et politiques de la protection par l'etat de sa diversite linguistique. Apres une introduction mettant !'accent sur le contexte social, politique et culture! des droits linguistiques au Canada et au Manitoba, le cours examinera le droit constitutionnel et legislatif applicable au niveau federal et dans les provinces canadiennes, les droits linguistiques autochtones, et la protection des droits linguistiques en droit international et ailleurs au monde. Le cours se conclura par un examen des visions des communautes de langues officielles en situation minoritaire (et tout particulierement, la communaute franco-manitobaine) face a leur avenir. May not be held with LAW 3980 when titled  Language Rights"". Taught in English and French.""",3,Law Department
Law,2036,LAW 3370,The Legislative Process,"A study of how statues and regulations are made in the Province of Manitoba, and how lawyers can effectively represent their clients in the context of lawmaking by politicians, civil servants and regulators.",3,Law Department
Law,2037,LAW 3380,Issues in Law and Bio Ethics,"The course deals with the legal aspects of prevention, creation, alteration, maintenance and termination of life through medical and other scientific means.",3,Law Department
Law,2038,LAW 3392,Securities Law,A study of the basic concepts and application of the securities regulatory system in Canada. May not be held with LAW 3390.,3,Law Department
Law,2039,LAW 3410,Canadian Legal History,The historical background of the Canadian legal system.,3,Law Department
Law,2040,LAW 3450,Remedies,"A study of the law relating to damages, specific performance, injunctions, and other equitable remedies.",3,Law Department
Law,2041,LAW 3510,Corporate Taxation,"A study of federal tax laws as they affect corporation income, as well as a discussion of the effects of income tax laws on corporate and other commercial planning.",3,Law Department
Law,2042,LAW 3520,Taxation of Trusts and Estates,A study of taxation principles as they relate to partnership and trust income and estate planning.,3,Law Department
